33,"02112-06203-000","P","Screw 6X20","Pcs","",1,3900,0,"","heri","",2006-06-27 20:14:57.723000000,2006-08-13 00:00:00,"",,
34,"02112-06253-000","P","Screw, 6X25","Pcs","",1,4800,0,"","heri","",2006-06-27 20:15:33.597000000,2006-08-13 00:00:00,"",,
35,"02112-06303-000","P","Screw","Pcs","",1,4800,0,"","heri","",2006-06-27 20:16:01.437000000,2006-08-13 00:00:00,"",,
36,"02112-06353-000","P","Screw","Pcs","",1,5400,0,"","heri","",2006-06-27 20:16:38.220000000,2006-08-13 00:00:00,"",,
37,"02112-06403-000","P","Screw","Pcs","",1,5400,0,"","heri","",2006-06-27 20:17:10.517000000,2006-08-13 00:00:00,"",,
38,"02112-06407-000","P","Screw 6X40","Pcs","",1,4900,0,"","heri","",2006-06-27 20:17:46.287000000,2006-08-13 00:00:00,"",,
39,"02112-06503-000","P","Screw","Pcs","",1,5400,0,"","heri","",2006-06-27 20:18:12.313000000,2006-08-13 00:00:00,"",,
40,"02112-06553-000","P","Screw","Pcs","",1,5900,0,"","heri","",2006-06-27 20:18:35.900000000,2006-08-13 00:00:00,"",,
41,"02112-06608-000","P","Screw 6X60","Pcs","",1,7100,0,"","heri","",2006-06-27 20:19:12.340000000,2006-08-13 00:00:00,"",,
42,"02112-06753-000","P","Screw","Pcs","",1,5900,0,"","heri","",2006-06-27 20:19:39.900000000,2006-08-13 00:00:00,"",,
43,"02142-05123-000","P","Screw 5X12","Pcs","",1,3500,0,"","heri","",2006-06-27 20:20:36.630000000,2006-08-13 00:00:00,"",,
44,"02142-06103-000","P","Screw, M6X1X10","Pcs","",1,3400,0,"","heri","",2006-06-27 20:21:14.327000000,2006-08-13 00:00:00,"",,
45,"08110-62030L000","P","Bearing Counter/Drive Shaft (6","Pcs","",1,17000,0,"","heri","",2006-06-27 20:22:21.993000000,2006-08-13 00:00:00,"",,
46,"02142-06167-000","P","Screw","Pcs","",1,3500,0,"","heri","",2006-06-27 20:22:49.613000000,2006-08-13 00:00:00,"",,
47,"02142-06303-000","P","Screw, Chain Case Joint","Pcs","",1,5400,0,"","heri","",2006-06-27 20:23:31.303000000,2006-08-13 00:00:00,"",,
48,"02142-16123-000","P","Screw","Pcs","",1,4800,0,"","Heri","",2006-06-28 09:26:23.557000000,2006-08-13 00:00:00,"",,
49,"02142B16120N000","P","Screw Muffler Cover","Pcs","",1,1300,0,"","Heri","",2006-06-28 09:27:18.687000000,2006-08-13 00:00:00,"",,
50,"03211-04163L000","P","Screw Lens Tail","Pcs","",1,1500,0,"","Heri","",2006-06-28 09:27:55.560000000,2006-08-13 00:00:00,"",,
51,"03241-15163-000","P","Screw","Pcs","",1,5000,0,"","Heri","",2006-06-28 09:28:32.290000000,2006-08-13 00:00:00,"",,
52,"03242-05163-000","P","Screw","Pcs","",1,6400,0,"","Heri","",2006-06-28 09:28:58.520000000,2006-08-13 00:00:00,"",,
53,"03511-04163-000","P","Screw","Pcs","",1,4000,0,"","Heri","",2006-06-28 09:29:27.220000000,2006-08-13 00:00:00,"",,
54,"03541-04123-000","P","Screw 4X12","Pcs","",1,7700,0,"","Heri","",2006-06-28 09:29:58.967000000,2006-08-13 00:00:00,"",,
55,"03541-04163-000","P","Screw","Pcs","",1,4900,0,"","Heri","",2006-06-28 09:30:20.347000000,2006-08-13 00:00:00,"",,
56,"03541-05123-000","P","Screw 5X12","Pcs","",1,4600,0,"","Heri","",2006-06-28 09:30:44.220000000,2006-08-13 00:00:00,"",,
57,"03541B05203N000","P","Screw","Pcs","",1,1400,0,"","Heri","",2006-06-28 09:31:08.347000000,2006-08-13 00:00:00,"",,
58,"04111-16208-000","P","Pin","Pcs","",1,3400,0,"","Heri","",2006-06-28 09:31:28.577000000,2006-08-13 00:00:00,"",,
59,"04111-20208-000","P","Pin 20X20","Pcs","",1,2900,0,"","Heri","",2006-06-28 09:31:51.907000000,2006-08-13 00:00:00,"",,
60,"04111B25156N000","P","Cotter Pin","Pcs","",1,1500,0,"","Heri","",2006-06-28 09:32:18.357000000,2006-08-13 00:00:00,"",,
61,"04211-09129-000","P","Pin 9X12","Pcs","",1,4300,0,"","Heri","",2006-06-28 09:32:43.323000000,2006-08-13 00:00:00,"",,
62,"04211-11129-000","P","Pin 11X12","Pcs","",1,3900,0,"","Heri","",2006-06-28 09:33:23.430000000,2006-08-13 00:00:00,"",,
63,"04211-11189-000","P","Pin 11X18","Pcs","",1,4600,0,"","Heri","",2006-06-28 09:33:47.253000000,2006-08-13 00:00:00,"",,
64,"04221-03059-000","P","Pin","Pcs","",1,3700,0,"","Heri","",2006-06-28 09:34:04.740000000,2006-08-13 00:00:00,"",,
65,"04221-05109-000","P","Pin 5X10","Pcs","",1,3900,0,"","Heri","",2006-06-28 09:34:33.070000000,2006-08-13 00:00:00,"",,
66,"06112-07004-000","P","Ball, Pilliion Footrest","Pcs","",1,1000,0,"","Heri","",2006-06-28 09:35:02.443000000,2006-08-13 00:00:00,"",,
67,"07130-06207-000","P","Bolt","Pcs","",1,8100,0,"","Heri","",2006-06-28 09:35:24.883000000,2006-08-13 00:00:00,"",,
68,"07130-08207-000","P","Bolt, Pillion Ftrt","Pcs","",1,3700,0,"","Heri","",2006-06-28 09:35:49.490000000,2006-08-13 00:00:00,"",,
69,"08110-62030L000","P","Bearing Counter/Drive Shaft","Pcs","",1,17000,0,"","Heri","",2006-06-28 09:36:27.383000000,2006-08-13 00:00:00,"",,
70,"08113-60010L000","P","Bearing Crankshaft R(6001/c3)","Pcs","",1,11300,0,"","Heri","",2006-06-28 09:38:23.080000000,2006-08-13 00:00:00,"",,
71,"08113-62007L000","P","Bearing Front Hub RH (6200)","Pcs","",1,10800,0,"","Heri","IHSAN",2006-06-28 09:38:57.710000000,2006-08-03 00:00:00,"",,10800
72,"08113-62017L000","P","Bearing Rear Hub LW.IN.(6201)","Pcs","",1,11300,0,"","Heri","ihsan",2006-06-28 09:39:39.880000000,2006-08-04 00:00:00,"",,11300
73,"08113-62037L000","P","Bearing RR Sprocket (6203)","Pcs","",1,13900,0,"","Heri","ihsan",2006-06-28 09:40:14.913000000,2006-08-04 00:00:00,"",,13900
74,"08113-62047L000","P","Bearing RR Sproc.Drum (6204)","Pcs","",1,16000,0,"","Heri","",2006-06-28 09:40:51.313000000,2006-08-13 00:00:00,"",,
75,"08113-63010L000","P","Bearing (6301/C3)","Pcs","",1,14400,0,"","Heri","",2006-06-28 09:41:20.747000000,2006-08-13 00:00:00,"",,
76,"12140-12B10-00D","P","Ring Piston Set Ind STD","Pcs","",1,0,0,"","Heri","",2006-06-28 09:41:48.427000000,2006-06-29 12:32:12,"",,
77,"08123-63007L000","P","Bearing Front Hub (6300RS)","Pcs","",1,16000,0,"","Heri","",2006-06-28 09:42:27.083000000,2006-08-13 00:00:00,"",,
78,"08123-63017-000","P","Ball Bearing","Pcs","",1,52900,0,"","Heri","",2006-06-28 09:42:49.003000000,2006-08-13 00:00:00,"",,
79,"08123-63027L000","P","Bearing, Rear Hub LH (6302RS)","Pcs","",1,17500,0,"","Heri","",2006-06-28 09:43:25.527000000,2006-08-13 00:00:00,"",,
80,"08143-62017-000","P","Ball Bearing","Pcs","",1,45300,0,"","Heri","",2006-06-28 09:43:50.220000000,2006-08-13 00:00:00,"",,
81,"08143-62017L000","P","Bearing, Front Hub LH (6201Z)","Pcs","",1,12400,0,"","Heri","",2006-06-28 09:44:32.583000000,2006-08-13 00:00:00,"",,
82,"08143-62027-000","P","Ball Bearing","Pcs","",1,50200,0,"","Heri","",2006-06-28 09:44:53.010000000,2006-08-13 00:00:00,"",,
83,"08143-62027L000","P","Bearing, Rear Hub RH (6202Z)","Pcs","",1,14400,0,"","Heri","",2006-06-28 09:45:27.720000000,2006-08-13 00:00:00,"",,
84,"08143-62037-000","P","Ball Bearing","Pcs","",1,58100,0,"","Heri","",2006-06-28 09:45:54,2006-08-13 00:00:00,"",,
85,"08143-63007L000","P","Bearing Front Hub LH (6300Z)","Pcs","",1,14400,0,"","Heri","IHSAN",2006-06-28 09:46:24.863000000,2006-08-03 00:00:00,"",,14400
86,"08143-63017-000","P","Ball Bearing","Pcs","",1,58700,0,"","Heri","",2006-06-28 09:46:46.847000000,2006-08-13 00:00:00,"",,
87,"08143-63017L000","P","Bearing, Rear Hub RH (6301Z)","Pcs","",1,15500,0,"","Heri","ihsan",2006-06-28 09:47:19.523000000,2006-08-04 00:00:00,"",,15500
88,"08144-63027-000","P","Ball Bearing Nachi","Pcs","",1,58100,0,"","Heri","",2006-06-28 09:48:04.377000000,2006-08-13 00:00:00,"",,
89,"08211-06121-000","P","Washer Thurst","Pcs","",1,5000,0,"","Heri","",2006-06-28 09:48:28.550000000,2006-08-13 00:00:00,"",,
90,"08211-06221-000","P","Stopper","Pcs","",1,4700,0,"","Heri","",2006-06-28 09:48:46.587000000,2006-08-13 00:00:00,"",,
91,"08211-14321-000","P","Washer, Thrust","Pcs","",1,8100,0,"","Heri","",2006-06-28 09:49:20.467000000,2006-08-13 00:00:00,"",,
92,"08211-14341-000","P","Washer, Thrust","Pcs","",1,7500,0,"","Heri","",2006-06-28 09:49:47.587000000,2006-08-13 00:00:00,"",,
93,"08310-00057-000","P","NUT","Pcs","",1,5000,0,"","Heri","",2006-06-28 09:50:05.770000000,2006-08-13 00:00:00,"",,
94,"08310-00067-000","P","NUT","Pcs","",1,5000,0,"","Heri","",2006-06-28 09:50:21.653000000,2006-08-13 00:00:00,"",,
95,"08310-00083-000","P","NUT","Pcs","",1,6000,0,"","Heri","",2006-06-28 09:50:41.763000000,2006-08-13 00:00:00,"",,
96,"08310-00087-000","P","NUT","Pcs","",1,6000,0,"","Heri","",2006-06-28 09:50:59.190000000,2006-08-13 00:00:00,"",,
97,"08310-00107-000","P","NUT","Pcs","",1,6000,0,"","Heri","",2006-06-28 09:51:15.160000000,2006-08-13 00:00:00,"",,
98,"08314-31108-000","P","NUT 10MM","Pcs","",1,6800,0,"","Heri","",2006-06-28 09:51:38.717000000,2006-08-13 00:00:00,"",,
99,"08316-10063-000","P","NUT","Pcs","",1,6000,0,"","Heri","",2006-06-28 09:51:55.270000000,2006-08-13 00:00:00,"",,
100,"08316-10083-000","P","NUT Stud Bolt","Pcs","",1,6300,0,"","Heri","",2006-06-28 09:52:18.943000000,2006-08-13 00:00:00,"",,
101,"08136-10087-000","P","NUT","Pcs","",1,0,0,"","Heri","",2006-06-28 09:52:35.497000000,,"",,
102,"08316-10123-000","P","NUT","Pcs","",1,6300,0,"","Heri","",2006-06-28 09:52:57.117000000,2006-08-13 00:00:00,"",,
103,"08316-20063-000","P","NUT","Pcs","",1,6000,0,"","Heri","",2006-06-28 09:53:11.910000000,2006-08-13 00:00:00,"",,
104,"08319-21063-000","P","NUT","Pcs","",1,6100,0,"","Heri","",2006-06-28 09:53:28.723000000,2006-08-13 00:00:00,"",,
105,"08319-31067-000","P","NUT","Pcs","",1,6000,0,"","Heri","",2006-06-28 09:54:45.093000000,2006-08-13 00:00:00,"",,
106,"08319-31087-000","P","NUT","Pcs","",1,6400,0,"","Heri","",2006-06-28 09:55:05.223000000,2006-08-13 00:00:00,"",,
107,"08319-31103-000","P","NUT","Pcs","",1,7200,0,"","Heri","",2006-06-28 09:55:27.173000000,2006-08-13 00:00:00,"",,
108,"08319-31107-000","P","NUT","Pcs","",1,6400,0,"","Heri","",2006-06-28 09:55:41.323000000,2006-08-13 00:00:00,"",,
109,"08319-31128-000","P","NUT 12MM","Pcs","",1,7300,0,"","Heri","",2006-06-28 09:56:03.427000000,2006-08-13 00:00:00,"",,
110,"08319B31068N000","P","NUT Chain ADJ","Pcs","",1,1300,0,"","Heri","",2006-06-28 09:56:34.050000000,2006-08-13 00:00:00,"",,
111,"08319B31128N000","P","NUT Rear Axle","Pcs","",1,3400,0,"","Heri","",2006-06-28 09:57:04.703000000,2006-08-13 00:00:00,"",,
112,"08331-31126-000","P","Circlip","Pcs","",1,4700,0,"","Heri","",2006-06-28 09:57:36.020000000,2006-08-13 00:00:00,"",,
113,"08331-31136-000","P","Circlip","Pcs","",1,4300,0,"","Heri","",2006-06-28 09:57:53.553000000,2006-08-13 00:00:00,"",,
114,"08331-31146-000","P","Circlip, Gear Shift Arm","Pcs","",1,4900,0,"","Heri","",2006-06-28 09:58:21.373000000,2006-08-13 00:00:00,"",,
115,"08331-31156-000","P","Circlip","Pcs","",1,5000,0,"","Heri","",2006-06-28 09:58:42.847000000,2006-08-13 00:00:00,"",,
116,"08331-31166-000","P","Circlip","Pcs","",1,4300,0,"","Heri","",2006-06-28 09:59:01.450000000,2006-08-13 00:00:00,"",,
117,"08331-31176-000","P","Circlip 17MM","Pcs","",1,5000,0,"","Heri","",2006-06-28 09:59:20.640000000,2006-08-13 00:00:00,"",,
118,"08331-31216-000","P","Circlip","Pcs","",1,5500,0,"","Heri","",2006-06-28 09:59:48.160000000,2006-08-13 00:00:00,"",,
119,"08331-31256-000","P","Circlip","Pcs","",1,5300,0,"","Heri","",2006-06-28 10:00:06.247000000,2006-08-13 00:00:00,"",,
120,"08331-31346-000","P","Circlip","Pcs","",1,6600,0,"","Heri","",2006-06-28 10:00:26.583000000,2006-08-13 00:00:00,"",,
121,"08331-31383-000","P","Circlip","Pcs","",1,6800,0,"","Heri","",2006-06-28 10:00:45.973000000,2006-08-13 00:00:00,"",,
122,"08331-41286-000","P","Circlip","Pcs","",1,5500,0,"","Heri","",2006-06-28 10:01:04.700000000,2006-08-13 00:00:00,"",,
123,"08332-11043-000","P","E-Ring","Pcs","",1,3300,0,"","Heri","",2006-06-28 10:01:27.923000000,2006-08-13 00:00:00,"",,
124,"08332-11063-000","P","E-Ring 6MM","Pcs","",1,3900,0,"","Heri","",2006-06-28 10:01:48.453000000,2006-08-13 00:00:00,"",,
125,"08341-31039-000","P","Key 3MM","Pcs","",1,4900,0,"","Heri","",2006-06-28 10:02:23.973000000,2006-08-13 00:00:00,"",,
126,"08431-31049-000","P","Key 4MM","Pcs","",1,0,0,"","Heri","",2006-06-28 10:06:26.883000000,,"",,
127,"08319-21065-000","P","NUT","Pcs","",1,6100,0,"","Heri","",2006-06-28 10:06:47.280000000,2006-08-13 00:00:00,"",,
128,"08341-31059-000","P","Key","Pcs","",1,6000,0,"","Heri","",2006-06-28 10:09:04.440000000,2006-08-13 00:00:00,"",,
129,"09100-06009-000","P","Bolt 6X23","Pcs","",1,5000,0,"","Heri","",2006-06-28 10:09:25.370000000,2006-08-13 00:00:00,"",,
130,"09100-06157-000","P","Bolt M6X8","Pcs","",1,5700,0,"","Heri","",2006-06-28 10:09:52.610000000,2006-08-13 00:00:00,"",,
131,"09100-08094-000","P","Bolt 8X30","Pcs","",1,6800,0,"","Heri","",2006-06-28 10:10:15.320000000,2006-08-13 00:00:00,"",,
132,"09100-10287-000","P","Bolt Footrest Bar","Pcs","",1,9200,0,"","Heri","",2006-06-28 10:10:41.367000000,2006-08-13 00:00:00,"",,
133,"09100-12061-000","P","Bolt, 12X45","Pcs","",1,9000,0,"","Heri","",2006-06-28 10:11:03.780000000,2006-08-13 00:00:00,"",,
134,"09103-06045-000","P","Bolt 6X32","Pcs","",1,5400,0,"","Heri","",2006-06-28 10:11:24.120000000,2006-08-13 00:00:00,"",,
135,"09103-06143-000","P","Bolt 6X20","Pcs","",1,6800,0,"","Heri","",2006-06-28 10:11:49.207000000,2006-08-13 00:00:00,"",,
136,"09103-06144-000","P","Bolt 6X30","Pcs","",1,7800,0,"","Heri","",2006-06-28 10:12:13.420000000,2006-08-13 00:00:00,"",,
137,"09103-06247-000","P","Bolt Cam Chain Tensioner","Pcs","",1,6600,0,"","Heri","",2006-06-28 10:12:48.510000000,2006-08-13 00:00:00,"",,
138,"09103-06501-000","P","Bolt","Pcs","",1,3400,0,"","Heri","",2006-06-28 10:13:13.067000000,2006-08-13 00:00:00,"",,
139,"09103-08042-000","P","Bolt 8X31","Pcs","",1,10400,0,"","Heri","",2006-06-28 10:13:34.807000000,2006-08-13 00:00:00,"",,
140,"09103-08069-000","P","Bolt 8X14","Pcs","",1,11200,0,"","Heri","",2006-06-28 10:13:55.737000000,2006-08-13 00:00:00,"",,
141,"09103-08107-000","P","Bolt 8X33","Pcs","",1,10400,0,"","Heri","",2006-06-28 10:14:16.127000000,2006-08-13 00:00:00,"",,
142,"09103-08109-000","P","Bolt 8X120","Pcs","",1,7600,0,"","Heri","",2006-06-28 10:14:40.593000000,2006-08-13 00:00:00,"",,
143,"09103-08278-000","P","Bolt 8X225","Pcs","",1,27700,0,"","Heri","",2006-06-28 10:15:10.587000000,2006-08-13 00:00:00,"",,
144,"09103-08372-000","P","Bolt Eng Mtg","Pcs","",1,22800,0,"","Heri","",2006-06-28 10:15:35.610000000,2006-08-13 00:00:00,"",,
145,"09103-08505-000","P","Bolt","Pcs","",1,8100,0,"","Heri","",2006-06-28 10:15:52.857000000,2006-08-13 00:00:00,"",,
146,"09103-10062-000","P","Bolt RR Absorber","Pcs","",1,10000,0,"","Heri","",2006-06-28 10:16:34.727000000,2006-08-13 00:00:00,"",,
147,"09103-10063-000","P","Bolt 10X115","Pcs","",1,19200,0,"","Heri","",2006-06-28 10:17:06.080000000,2006-08-13 00:00:00,"",,
148,"09103-10083-000","P","Bolt 10X85","Pcs","",1,13800,0,"","Heri","",2006-06-28 10:17:29.437000000,2006-08-13 00:00:00,"",,
149,"09103-10087-000","P","Bolt","Pcs","",1,19200,0,"","Heri","",2006-06-28 10:17:44.637000000,2006-08-13 00:00:00,"",,
150,"09103-10141-000","P","Bolt, L:125","Pcs","",1,17000,0,"","Heri","",2006-06-28 10:18:14.800000000,2006-08-13 00:00:00,"",,
151,"09103-10143-000","P","Bolt 10X55","Pcs","",1,9200,0,"","Heri","",2006-06-28 10:18:34.360000000,2006-08-13 00:00:00,"",,
152,"09104-08034-000","P","Bolt","Pcs","",1,8100,0,"","Heri","",2006-06-28 10:18:51.523000000,2006-08-13 00:00:00,"",,
153,"09104-08034L000","P","Bolt Chain Adj","Pcs","",1,1500,0,"","Heri","",2006-06-28 10:19:14.327000000,2006-08-13 00:00:00,"",,
154,"09105-08011-000","P","Bolt 8X36","Pcs","",1,6100,0,"","Heri","",2006-06-28 10:20:24.187000000,2006-08-13 00:00:00,"",,
155,"09106-05027-000","P","Bolt","Pcs","",1,8700,0,"","Heri","",2006-06-28 10:22:36.177000000,2006-08-13 00:00:00,"",,
156,"09106-08091-000","P","Bolt","Pcs","",1,8100,0,"","Heri","",2006-06-28 10:22:51.057000000,2006-08-13 00:00:00,"",,
157,"09106-08128-000","P","Bolt","Pcs","",1,8100,0,"","Heri","",2006-06-28 10:23:10.347000000,2006-08-13 00:00:00,"",,
158,"09108-06008-000","P","Stud","Pcs","",1,6800,0,"","Heri","",2006-06-28 10:23:24.757000000,2006-08-13 00:00:00,"",,
159,"09108-08006-000","P","Stud","Pcs","",1,9400,0,"","Heri","",2006-06-28 10:23:39.517000000,2006-08-13 00:00:00,"",,
160,"09108-08112-000","P","Stud","Pcs","",1,11200,0,"","Heri","",2006-06-28 10:24:00.837000000,2006-08-13 00:00:00,"",,
161,"09108-08113-000","P","Stud","Pcs","",1,12900,0,"","Heri","",2006-06-28 10:24:19.543000000,2006-08-13 00:00:00,"",,
162,"09108-08114-000","P","Stud","Pcs","",1,13000,0,"","Heri","",2006-06-28 10:24:35.760000000,2006-08-13 00:00:00,"",,
163,"09108-08144-000","P","Stud","Pcs","",1,7300,0,"","Heri","",2006-06-28 10:24:52.010000000,2006-08-13 00:00:00,"",,
164,"09108-08171-000","P","Stud Bolt L:192","Pcs","",1,14700,0,"","Heri","",2006-06-28 10:25:13.793000000,2006-08-13 00:00:00,"",,
165,"09108-08172-000","P","Stud Bolt","Pcs","",1,15300,0,"","Heri","",2006-06-28 10:25:33.180000000,2006-08-13 00:00:00,"",,
166,"09108-08265-000","P","Bolt Cyl Stud","Pcs","",1,13000,0,"","Heri","",2006-06-28 10:25:56.443000000,2006-08-13 00:00:00,"",,
167,"09111-06001-000","P","Bolt","Pcs","",1,6300,0,"","Heri","",2006-06-28 10:26:15.350000000,2006-08-13 00:00:00,"",,
168,"09111-06041-000","P","Bolt","Pcs","",1,6800,0,"","Heri","",2006-06-28 10:26:56.970000000,2006-08-13 00:00:00,"",,
169,"09111-08013-000","P","Bolt","Pcs","",1,7100,0,"","Heri","IHSAN",2006-06-28 10:27:12.413000000,2006-08-03 00:00:00,"",,7100
170,"09111-08015-000","P","Bolt","Pcs","",1,8100,0,"","Heri","",2006-06-28 10:27:28.047000000,2006-08-13 00:00:00,"",,
171,"09111-08016-000","P","Bolt","Pcs","",1,6800,0,"","Heri","",2006-06-28 10:27:45.640000000,2006-08-13 00:00:00,"",,
172,"09116-10022-000","P","Bolt, 10X43","Pcs","",1,11300,0,"","Heri","",2006-06-28 10:28:11.840000000,2006-08-13 00:00:00,"",,
173,"09118-06106-000","P","Bolt","Pcs","",1,6000,0,"","Heri","",2006-06-28 10:28:27.540000000,2006-08-13 00:00:00,"",,
174,"09127-06018-000","P","Screw, 6X110","Pcs","",1,9500,0,"","Heri","",2006-06-28 10:28:49.813000000,2006-08-13 00:00:00,"",,
175,"09127-06018T000","P","Screw HDL Balancer","Pcs","",1,2800,0,"","Heri","",2006-06-28 10:29:23.400000000,2006-08-13 00:00:00,"",,
176,"09127-06021-000","P","Screw ","Pcs","",1,6200,0,"","Heri","",2006-06-28 10:29:38.943000000,2006-08-13 00:00:00,"",,
177,"09128-06049-000","P","Screw 6X16","Pcs","",1,5400,0,"","Heri","",2006-06-28 10:30:07.023000000,2006-08-13 00:00:00,"",,
178,"09136-06002-000","P","Screw, 6X12","Pcs","",1,5400,0,"","Heri","",2006-06-28 10:30:28.457000000,2006-08-13 00:00:00,"",,
179,"09139-06027-000","P","Screw","Pcs","",1,8800,0,"","Heri","",2006-06-28 10:30:42.787000000,2006-08-13 00:00:00,"",,
180,"09139-06071-000","P","Screw","Pcs","",1,12100,0,"","Heri","",2006-06-28 10:31:05.570000000,2006-08-13 00:00:00,"",,
181,"09140-06023-000","P","NUT, 6X3.6","Pcs","",1,4800,0,"","Heri","",2006-06-28 10:31:30.053000000,2006-08-13 00:00:00,"",,
182,"09140-06025-000","P","NUT","Pcs","",1,1000,0,"","Heri","",2006-06-28 10:31:46.107000000,2006-08-13 00:00:00,"",,
183,"09140-08008-000","P","NUT 8MM","Pcs","",1,3700,0,"","Heri","",2006-06-28 10:32:01.780000000,2006-08-13 00:00:00,"",,
184,"09140-08019-000","P","NUT 8MM","Pcs","",1,5600,0,"","Heri","",2006-06-28 10:32:17.853000000,2006-08-13 00:00:00,"",,
185,"09140-10003-000","P","NUT 10MM","Pcs","",1,4900,0,"","Heri","",2006-06-28 10:32:44.140000000,2006-08-13 00:00:00,"",,
186,"09140-10043-000","P","NUT","Pcs","",1,6400,0,"","Heri","",2006-06-28 10:33:00.743000000,2006-08-13 00:00:00,"",,
187,"09140-12046-000","P","NUT, Clutch Release Adjust","Pcs","",1,9300,0,"","Heri","",2006-06-28 10:33:30.977000000,2006-08-13 00:00:00,"",,
188,"09140-14002-000","P","NUT 14MM","Pcs","",1,6400,0,"","Heri","",2006-06-28 10:37:04.353000000,2006-08-13 00:00:00,"",,
189,"09140-14022-000","P","NUT 14MM","Pcs","",1,6600,0,"","Heri","",2006-06-28 10:37:22.320000000,2006-08-13 00:00:00,"",,
